event,time,magnitude,band,source
SN1987A,47250.74,7.01,V,"1989MNRAS.237P..55C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47251.01,7.0800,V,"1988AJ.....96.1864S,SUSPECT"
SN1987A,47251.02,7.0800,V,"1988AJ.....96.1864S,SUSPECT"
SN1987A,47251.04,7.0700,V,"1988AJ.....96.1864S,SUSPECT"
SN1987A,47251.74,7.02,V,"1989MNRAS.237P..55C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47252.74,7.03,V,"1989MNRAS.237P..55C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47258.04,7.1600,V,"1988AJ.....96.1864S,SUSPECT"
SN1987A,47258.06,7.1400,V,"1988AJ.....96.1864S,SUSPECT"
SN1987A,47258.76,7.08,V,"1989MNRAS.237P..55C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47259.73,7.1,V,"1989MNRAS.237P..55C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47260.86,7.11,V,"1989MNRAS.237P..55C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47261.73,7.12,V,"1989MNRAS.237P..55C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47262.73,7.14,V,"1989MNRAS.237P..55C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47263.73,7.14,V,"1989MNRAS.237P..55C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47264.76,7.15,V,"1989MNRAS.237P..55C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47265.00,7.2200,V,"1988AJ.....96.1864S,SUSPECT"
SN1987A,47265.01,7.2200,V,"1988AJ.....96.1864S,SUSPECT"
SN1987A,47265.78,7.16,V,"1989MNRAS.237P..55C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47266.73,7.18,V,"1989MNRAS.237P..55C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47267.73,7.19,V,"1989MNRAS.237P..55C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47268.01,7.2500,V,"1988AJ.....96.1864S,SUSPECT"
SN1987A,47268.02,7.2500,V,"1988AJ.....96.1864S,SUSPECT"
SN1987A,47269.73,7.21,V,"1989MNRAS.237P..55C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47271.03,7.2800,V,"1988AJ.....96.1864S,SUSPECT"
SN1987A,47271.05,7.2900,V,"1988AJ.....96.1864S,SUSPECT"
SN1987A,47273.73,7.25,V,"1989MNRAS.237P..55C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47274.73,7.26,V,"1989MNRAS.237P..55C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47276.00,7.3200,V,"1988AJ.....96.1864S,SUSPECT"
SN1987A,47276.01,7.3300,V,"1988AJ.....96.1864S,SUSPECT"
SN1987A,47276.02,7.3300,V,"1988AJ.....96.1864S,SUSPECT"
SN1987A,47277.74,7.29,V,"1989MNRAS.237P..55C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47278.83,7.31,V,"1989MNRAS.237P..55C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47279.87,7.31,V,"1989MNRAS.237P..55C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47280.74,7.32,V,"1989MNRAS.237P..55C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47281.73,7.34,V,"1989MNRAS.237P..55C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47282.73,7.34,V,"1989MNRAS.237P..55C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47283.73,7.35,V,"1989MNRAS.237P..55C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47285.72,7.38,V,"1989MNRAS.237P..55C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47286.01,7.4300,V,"1988AJ.....96.1864S,SUSPECT"
SN1987A,47286.03,7.4500,V,"1988AJ.....96.1864S,SUSPECT"
SN1987A,47286.71,7.39,V,"1989MNRAS.237P..55C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47287.71,7.39,V,"1989MNRAS.237P..55C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47288.71,7.41,V,"1989MNRAS.237P..55C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47289.00,7.4700,V,"1988AJ.....96.1864S,SUSPECT"
SN1987A,47289.01,7.4800,V,"1988AJ.....96.1864S,SUSPECT"
SN1987A,47289.02,7.4700,V,"1988AJ.....96.1864S,SUSPECT"
SN1987A,47289.71,7.42,V,"1989MNRAS.237P..55C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47290.72,7.43,V,"1989MNRAS.237P..55C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47291.73,7.45,V,"1989MNRAS.237P..55C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47296.72,7.49,V,"1989MNRAS.237P..55C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47297.72,7.52,V,"1989MNRAS.237P..55C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47298.74,7.52,V,"1989MNRAS.237P..55C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47304.00,7.6400,V,"1988AJ.....96.1864S,SUSPECT"
SN1987A,47304.98,7.6500,V,"1988AJ.....96.1864S,SUSPECT"
SN1987A,47304.99,7.6400,V,"1988AJ.....96.1864S,SUSPECT"
SN1987A,47310.76,7.68,V,"1989MNRAS.237P..55C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47316.76,7.74,V,"1989MNRAS.237P..55C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47321.17,7.8,V,"1989MNRAS.237P..55C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47322.17,7.81,V,"1989MNRAS.237P..55C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47322.7,7.8,V,"1989MNRAS.237P..55C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47326.01,7.8900,V,"1988AJ.....96.1864S,SUSPECT"
SN1987A,47326.03,7.9000,V,"1988AJ.....96.1864S,SUSPECT"
SN1987A,47327.72,7.87,V,"1989MNRAS.237P..55C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47328.72,7.87,V,"1989MNRAS.237P..55C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47329.72,7.88,V,"1989MNRAS.237P..55C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47330.72,7.9,V,"1989MNRAS.237P..55C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47333.74,7.94,V,"1989MNRAS.237P..55C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47334.17,7.98,V,"1989MNRAS.237P..55C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47336.17,7.96,V,"1989MNRAS.237P..55C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47337.14,7.97,V,"1989MNRAS.237P..55C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47343.16,8.06,V,"1989MNRAS.237P..55C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47353.16,8.15,V,"1989MNRAS.237P..55C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47354.15,8.21,V,"1989MNRAS.237P..55C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47355.16,8.22,V,"1989MNRAS.237P..55C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47356.13,8.23,V,"1989MNRAS.237P..55C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47357.16,8.25,V,"1989MNRAS.237P..55C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47359.13,8.28,V,"1989MNRAS.237P..55C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47362.15,8.32,V,"1989MNRAS.237P..55C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47364.13,8.34,V,"1989MNRAS.237P..55C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47365.13,8.36,V,"1989MNRAS.237P..55C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47366.13,8.38,V,"1989MNRAS.237P..55C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47367.13,8.39,V,"1989MNRAS.237P..55C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47368.12,8.41,V,"1989MNRAS.237P..55C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47369.14,8.42,V,"1989MNRAS.237P..55C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47370.14,8.45,V,"1989MNRAS.237P..55C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47372.13,8.46,V,"1989MNRAS.237P..55C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47373.15,8.48,V,"1989MNRAS.237P..55C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47374.15,8.5,V,"1989MNRAS.237P..55C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47376.12,8.54,V,"1989MNRAS.237P..55C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47377.13,8.56,V,"1989MNRAS.237P..55C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47378.14,8.57,V,"1989MNRAS.237P..55C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47379.12,8.58,V,"1989MNRAS.237P..55C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47380.13,8.6,V,"1989MNRAS.237P..55C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47382.14,8.64,V,"1989MNRAS.237P..55C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47383.13,8.65,V,"1989MNRAS.237P..55C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47384.13,8.67,V,"1989MNRAS.237P..55C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47385.14,8.68,V,"1989MNRAS.237P..55C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47386.13,8.7,V,"1989MNRAS.237P..55C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47388.12,8.74,V,"1989MNRAS.237P..55C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47389.15,8.75,V,"1989MNRAS.237P..55C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47390.14,8.77,V,"1989MNRAS.237P..55C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47393.13,8.82,V,"1989MNRAS.237P..55C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47394.14,8.85,V,"1989MNRAS.237P..55C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47399.09,8.94,V,"1989MNRAS.237P..55C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47408.05,9.1,V,"1989MNRAS.237P..55C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47408.14,9.1,V,"1989MNRAS.237P..55C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47409.1,9.12,V,"1989MNRAS.237P..55C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47410.08,9.15,V,"1989MNRAS.237P..55C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47411.11,9.17,V,"1989MNRAS.237P..55C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47412.02,9.19,V,"1989MNRAS.237P..55C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47415.99,9.27,V,"1989MNRAS.237P..55C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47417.02,9.3,V,"1989MNRAS.237P..55C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47421.99,9.39,V,"1989MNRAS.237P..55C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47425.0,9.45,V,"1989MNRAS.237P..55C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47426.04,9.47,V,"1989MNRAS.237P..55C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47427.08,9.48,V,"1989MNRAS.237P..55C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47428.11,9.51,V,"1989MNRAS.237P..55C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47429.03,9.52,V,"1989MNRAS.237P..55C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47431.06,9.57,V,"1989MNRAS.237P..55C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47435.04,9.67,V,"1989MNRAS.237P..55C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47436.01,9.69,V,"1989MNRAS.237P..55C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47437.03,9.71,V,"1989MNRAS.237P..55C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47437.95,9.72,V,"1989MNRAS.237P..55C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47439.06,9.74,V,"1989MNRAS.237P..55C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47444.03,9.85,V,"1989MNRAS.237P..55C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47447.91,9.94,V,"1989MNRAS.237P..55C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47451.98,10,V,"1989MNRAS.237P..55C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47453.08,10.03,V,"1989MNRAS.237P..55C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47454.96,10.08,V,"1989MNRAS.237P..55C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47457.96,10.13,V,"1989MNRAS.237P..55C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47459.91,10.16,V,"1989MNRAS.237P..55C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47461.02,10.18,V,"1989MNRAS.237P..55C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47461.93,10.21,V,"1989MNRAS.237P..55C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47463.9,10.25,V,"1989MNRAS.237P..55C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47465.92,10.27,V,"1989MNRAS.237P..55C,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47529.5,11.48,V,"1991PASP..103..958W,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47572.5,12.21,V,"1991PASP..103..958W,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47599.5,12.64,V,"1991PASP..103..958W,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47639.5,13.1,V,"1991PASP..103..958W,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47642.5,13.13,V,"1991PASP..103..958W,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47654.5,13.32,V,"1991PASP..103..958W,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47668.5,13.5,V,"1991PASP..103..958W,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47694.5,13.8,V,"1991PASP..103..958W,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47789.5,14.72,V,"1991PASP..103..958W,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47810.5,15.01,V,"1991PASP..103..958W,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47818.5,15.07,V,"1991PASP..103..958W,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47840.5,15.16,V,"1991PASP..103..958W,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47851.5,15.27,V,"1991PASP..103..958W,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47872.5,15.4,V,"1991PASP..103..958W,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47889.5,15.46,V,"1991PASP..103..958W,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47895.5,15.61,V,"1991PASP..103..958W,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47936.5,15.73,V,"1991PASP..103..958W,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47960.5,15.88,V,"1991PASP..103..958W,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47973.5,16.01,V,"1991PASP..103..958W,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47996.5,16.06,V,"1991PASP..103..958W,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,47997.5,16.07,V,"1991PASP..103..958W,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,48012.5,16.12,V,"1991PASP..103..958W,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,48017.5,16.15,V,"1991PASP..103..958W,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,48044.5,16.33,V,"1991PASP..103..958W,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,48070.5,16.43,V,"1991PASP..103..958W,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,48075.5,16.38,V,"1991PASP..103..958W,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,48103.5,16.48,V,"1991PASP..103..958W,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,48114.5,16.52,V,"1991PASP..103..958W,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,48144.5,16.63,V,"1991PASP..103..958W,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,48184.5,16.67,V,"1991PASP..103..958W,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,48190.5,16.64,V,"1991PASP..103..958W,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,48218.5,16.73,V,"1991PASP..103..958W,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,48231.5,16.93,V,"1991PASP..103..958W,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,48265.5,16.91,V,"1991PASP..103..958W,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,48269.5,16.89,V,"1991PASP..103..958W,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,48272.5,16.89,V,"1991PASP..103..958W,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,48318.5,17.14,V,"1991PASP..103..958W,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,48336.5,17.07,V,"1992ApJ...384L..33S,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,48396.5,17.21,V,"1992ApJ...384L..33S,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN1987A,48443.5,17.34,V,"1992ApJ...384L..33S,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
